x0,y0,z0,visibility0,x1,y1,z1,visibility1,x2,y2,z2,visibility2,x3,y3,z3,visibility3,x4,y4,z4,visibility4,x5,y5,z5,visibility5,x6,y6,z6,visibility6,x7,y7,z7,visibility7,x8,y8,z8,visibility8,x9,y9,z9,visibility9,x10,y10,z10,visibility10
0.5555319786071777,0.6257356405258179,-1.2917197942733765,0.9992144107818604,0.5843729972839355,0.5603654384613037,-1.2074414491653442,0.9981459379196167,0.6030544638633728,0.5633000135421753,-1.2077912092208862,0.998538613319397,0.6221969723701477,0.5676130056381226,-1.2078464031219482,0.9976558685302734,0.5197412371635437,0.5580341815948486,-1.229906439781189,0.9985771179199219,0.49491843581199646,0.560981035232544,-1.2295643091201782,0.9990077614784241,0.47238558530807495,0.5660780668258667,-1.2302213907241821,0.9987549781799316,0.6463881731033325,0.6085751056671143,-0.6980265974998474,0.9981822967529297,0.43688535690307617,0.6072133779525757,-0.7870686054229736,0.9992658495903015,0.5877822637557983,0.7202845811843872,-1.0984938144683838,0.9989436268806458,0.5110189914703369,0.7180567979812622,-1.1250419616699219,0.9994507431983948
0.5400263071060181,0.6248489618301392,-1.320096731185913,0.9992501735687256,0.5723683834075928,0.5591066479682922,-1.2339375019073486,0.9982330799102783,0.5905624628067017,0.5619637370109558,-1.2343206405639648,0.9986077547073364,0.6099466681480408,0.5664750933647156,-1.2343995571136475,0.9977532625198364,0.5073019862174988,0.5579981207847595,-1.248849630355835,0.9986419081687927,0.4830915927886963,0.5610554814338684,-1.2485102415084839,0.9990575313568115,0.46030116081237793,0.5664104223251343,-1.2491495609283447,0.9988124966621399,0.6411120295524597,0.6091298460960388,-0.7246391177177429,0.998249888420105,0.4292451739311218,0.607553243637085,-0.7868825793266296,0.9993009567260742,0.5774878263473511,0.7178970575332642,-1.1290086507797241,0.9989938139915466,0.493091881275177,0.7159081101417542,-1.1452676057815552,0.9994771480560303
0.5373131036758423,0.6248770356178284,-1.276350498199463,0.9992903470993042,0.5695888996124268,0.5588536858558655,-1.1895750761032104,0.9983350038528442,0.5877878665924072,0.5617309808731079,-1.1899993419647217,0.9986874461174011,0.6073113679885864,0.5662810206413269,-1.190138339996338,0.9978802800178528,0.5041360855102539,0.5580398440361023,-1.2026512622833252,0.9987136125564575,0.47996896505355835,0.5612303018569946,-1.2021925449371338,0.9991086721420288,0.4566633105278015,0.5668725967407227,-1.2027596235275269,0.9988760352134705,0.6388441324234009,0.6094105243682861,-0.6821972131729126,0.9983442425727844,0.4255650043487549,0.6080828309059143,-0.7253648042678833,0.9993366003036499,0.5747663378715515,0.7178455591201782,-1.0868256092071533,0.9990509748458862,0.4891713261604309,0.7159165740013123,-1.0998191833496094,0.9995035529136658
0.538058876991272,0.6250911355018616,-1.2673099040985107,0.9993351101875305,0.5691298246383667,0.5586846470832825,-1.1829712390899658,0.9984395503997803,0.5872286558151245,0.5614987015724182,-1.1833739280700684,0.9987726211547852,0.6065032482147217,0.5659225583076477,-1.1835225820541382,0.998012900352478,0.5037261247634888,0.5582151412963867,-1.1980798244476318,0.9987883567810059,0.479536235332489,0.561636745929718,-1.1975526809692383,0.9991624355316162,0.45611923933029175,0.567718505859375,-1.1981085538864136,0.9989405870437622,0.6364033818244934,0.6092076897621155,-0.6798691153526306,0.9984455108642578,0.42393597960472107,0.6094288229942322,-0.7301475405693054,0.9993751645088196,0.5749895572662354,0.7178623080253601,-1.0784980058670044,0.9991130232810974,0.490242063999176,0.7165988683700562,-1.0936602354049683,0.9995332956314087
0.5385878682136536,0.6268764138221741,-1.2737475633621216,0.9993587136268616,0.5688923597335815,0.5587524771690369,-1.1915833950042725,0.9984948635101318,0.5869723558425903,0.5615281462669373,-1.1919851303100586,0.9988177418708801,0.605998694896698,0.5659179091453552,-1.1921967267990112,0.9980823993682861,0.5034587979316711,0.5593949556350708,-1.2085850238800049,0.998823344707489,0.47916659712791443,0.5634280443191528,-1.208003282546997,0.9991884827613831,0.4556015133857727,0.5700532793998718,-1.2085317373275757,0.9989715218544006,0.6346217393875122,0.6092031002044678,-0.6880109310150146,0.9984875917434692,0.4223977029323578,0.61268150806427,-0.7398515939712524,0.9993932843208313,0.5752182006835938,0.7192333340644836,-1.0837050676345825,0.9991470575332642,0.4910214841365814,0.71979820728302,-1.099409818649292,0.9995484352111816
0.5386806130409241,0.6318445205688477,-1.1707236766815186,0.9994122385978699,0.5688556432723999,0.5601362586021423,-1.0943958759307861,0.9986168146133423,0.5869117379188538,0.5627181529998779,-1.094605803489685,0.9989145994186401,0.6057037115097046,0.566789984703064,-1.0947707891464233,0.9982398152351379,0.5035239458084106,0.5626260042190552,-1.1136786937713623,0.998913049697876,0.47921085357666016,0.5674409866333008,-1.1129668951034546,0.9992507696151733,0.45554494857788086,0.5743545889854431,-1.1133224964141846,0.9990478157997131,0.6327424645423889,0.6095649600028992,-0.6127685308456421,0.998607337474823,0.42103323340415955,0.6173874139785767,-0.67234867811203,0.9994373917579651,0.575405478477478,0.7226459980010986,-0.9889869689941406,0.9992156624794006,0.49154776334762573,0.7249788641929626,-1.0072418451309204,0.9995810389518738
0.5390360355377197,0.6382884383201599,-1.197284460067749,0.9994556903839111,0.5684884786605835,0.5633270740509033,-1.1194567680358887,0.9987166523933411,0.5863711833953857,0.5656275153160095,-1.1196792125701904,0.9989928603172302,0.6049536466598511,0.5693580508232117,-1.1198618412017822,0.9983716011047363,0.5034797191619873,0.5672954320907593,-1.1390742063522339,0.9989832043647766,0.4792734682559967,0.5723913908004761,-1.1383941173553467,0.9992969632148743,0.45558515191078186,0.5788523554801941,-1.1387932300567627,0.999104380607605,0.6300932168960571,0.611012876033783,-0.6232734322547913,0.9987056255340576,0.4200668931007385,0.6217232942581177,-0.6861072182655334,0.9994688630104065,0.5753811597824097,0.7270572185516357,-1.0090281963348389,0.999274492263794,0.4920169413089752,0.730758011341095,-1.0282548666000366,0.9996063113212585
0.5391438007354736,0.6418658494949341,-1.2115635871887207,0.9994946718215942,0.5682347416877747,0.5652281641960144,-1.1318085193634033,0.9988080859184265,0.5859867334365845,0.5674384236335754,-1.132048487663269,0.9990646243095398,0.6044645309448242,0.5710461735725403,-1.1321756839752197,0.9984903931617737,0.5034421682357788,0.569494903087616,-1.1503547430038452,0.9990475177764893,0.4792638421058655,0.5745912194252014,-1.149850606918335,0.9993398189544678,0.45549726486206055,0.580755352973938,-1.1503663063049316,0.9991568922996521,0.6277915239334106,0.6118378043174744,-0.6330969333648682,0.9987943172454834,0.41910943388938904,0.6228711009025574,-0.6992822885513306,0.9994981288909912,0.5754005312919617,0.7304285168647766,-1.0238103866577148,0.9993248581886292,0.4923688471317291,0.7343223094940186,-1.043757438659668,0.9996285438537598
0.5394385457038879,0.6440078616142273,-1.2688475847244263,0.9995334148406982,0.5673315525054932,0.5668221712112427,-1.1879303455352783,0.9988990426063538,0.5846391916275024,0.5690134763717651,-1.1881576776504517,0.9991356134414673,0.6028934121131897,0.5725645422935486,-1.1882879734039307,0.9986065030097961,0.5031639337539673,0.5709488391876221,-1.2098755836486816,0.9991161823272705,0.47910818457603455,0.5758886337280273,-1.2091023921966553,0.9993864297866821,0.45527592301368713,0.581807017326355,-1.2094438076019287,0.9992150068283081,0.6253410577774048,0.6128359436988831,-0.6699150800704956,0.9988827109336853,0.4183548390865326,0.623676061630249,-0.7469582557678223,0.9995317459106445,0.5747634172439575,0.7326334118843079,-1.0725014209747314,0.9993754625320435,0.4924827218055725,0.7362722754478455,-1.0957670211791992,0.999653697013855
0.53902268409729,0.6438056826591492,-1.2098450660705566,0.9995766282081604,0.5660388469696045,0.5667006969451904,-1.127626657485962,0.9990009665489197,0.5828457474708557,0.568812906742096,-1.1277754306793213,0.9992156028747559,0.6008803248405457,0.5722295641899109,-1.1279692649841309,0.9987360835075378,0.5021337270736694,0.5708895325660706,-1.1494814157485962,0.9991968870162964,0.47791633009910583,0.5758209824562073,-1.1485645771026611,0.9994421005249023,0.45399603247642517,0.5817854404449463,-1.1487858295440674,0.9992856383323669,0.6229724884033203,0.6125822067260742,-0.6116093993186951,0.998985230922699,0.417095810174942,0.6236769556999207,-0.6838438510894775,0.9995737075805664,0.5736280679702759,0.7325757741928101,-1.0151222944259644,0.9994332790374756,0.4919475018978119,0.7362703680992126,-1.0372430086135864,0.9996846318244934
